('Total Revenue', '318,273,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         1158513 function calls (1124402 primitive calls) in 3.667 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        1    0.000    0.000    0.002    0.002 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:507(detach)
        1    0.000    0.000    0.000    0.000 socket.py:517(family)
        1    0.000    0.000    0.000    0.000 socket.py:523(type)
        1    0.000    0.000    0.000    0.000 ssl.py:170(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:661(verify_flags)
        1    0.000    0.000    0.000    0.000 ssl.py:1361(_real_close)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 random.py:225(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _models.py:771(has_redirect_location)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
        1    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 _models.py:961(close)
        1    0.000    0.000    0.000    0.000 _urlparse.py:447(normalize_path)
        1    0.000    0.000    0.001    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.196    0.196 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 ssl.py:665(verify_flags)
        1    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 ssl.py:1121(_check_connected)
        1    0.000    0.000    0.000    0.000 tempfile.py:476(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 random.py:880(SystemRandom)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 _models.py:619(reason_phrase)
        1    0.000    0.000    0.000    0.000 calendar.py:46(__getattr__)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 nturl2path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:146(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(TransportError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:140(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:132(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:181(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:167(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:158(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:175(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:152(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:187(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:193(CloseError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:202(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:208(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:216(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:222(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:232(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:243(DecodingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:249(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 _models.py:591(elapsed)
        1    0.000    0.000    0.000    0.000 _models.py:606(request)
        1    0.000    0.000    0.000    0.000 _models.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 _content.py:32(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1245(Absent)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 _models.py:56(_is_known_encoding)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 calendar.py:32(IllegalMonthError)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 _exceptions.py:107(RequestError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:258(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:271(InvalidURL)
        1    0.000    0.000    0.000    0.000 _exceptions.py:280(CookieConflict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:297(StreamError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:309(StreamConsumed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:327(StreamClosed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:340(ResponseNotRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:353(RequestNotRead)
        1    0.000    0.000    0.005    0.005 bz2.py:1(<module>)
        1    0.000    0.000    0.002    0.002 error.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _models.py:1101(extract_cookies)
        1    0.000    0.000    0.001    0.001 _models.py:1249(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:194(Calendar)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 _urls.py:168(host)
        1    0.000    0.000    0.000    0.000 _urlparse.py:158(ParseResult)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
        1    0.000    0.000    0.000    0.000 _content.py:186(encode_request)
        1    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        1    0.000    0.000    0.000    0.000 _models.py:85(_parse_content_type_charset)
        1    0.000    0.000    0.000    0.000 _models.py:610(http_version)
        1    0.000    0.000    0.000    0.000 calendar.py:330(TextCalendar)
        1    0.000    0.000    0.000    0.000 _utils.py:120(URLPattern)
        1    0.000    0.000    0.000    0.000 _decoders.py:92(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:150(username)
        1    0.000    0.000    0.000    0.000 _urls.py:159(password)
        1    0.000    0.000    0.003    0.003 _abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urls.py:420(QueryParams)
        1    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(HTTPError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:449(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 _models.py:595(request)
        1    0.000    0.000    0.000    0.000 _models.py:688(charset_encoding)
        1    0.000    0.000    0.000    0.000 cookiejar.py:744(Cookie)
        1    0.000    0.000    0.000    0.000 _multipart.py:70(DataField)
        1    0.000    0.000    0.000    0.000 _multipart.py:115(FileField)
        1    0.000    0.000    0.000    0.000 _models.py:1228(__bool__)
        1    0.000    0.000    0.000    0.000 _models.py:1261(_CookieCompatResponse)
        1    0.000    0.000    0.000    0.000 cookiejar.py:842(CookiePolicy)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1754(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1860(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 _content.py:31(ByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:42(IteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:92(UnattachedStream)
        1    0.000    0.000    0.549    0.549 _models.py:876(read)
        1    0.000    0.000    0.000    0.000 _multipart.py:224(MultipartStream)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        1    0.000    0.000    0.000    0.000 _urls.py:307(is_absolute_url)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        1    0.000    0.000    0.000    0.000 _models.py:1243(_CookieCompatRequest)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1777(FileCookieJar)
        1    0.000    0.000    0.000    0.000 calendar.py:609(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:630(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
        1    0.000    0.000    0.000    0.000 _local.py:839(PosixPath)
        1    0.000    0.000    0.000    0.000 _local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 _decoders.py:228(ByteChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:267(TextChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:311(__init__)
        1    0.000    0.000    0.000    0.000 _decoders.py:317(flush)
        1    0.000    0.000    0.000    0.000 _decoders.py:306(TextDecoder)
        1    0.000    0.000    0.000    0.000 calendar.py:39(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1981(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 calendar.py:586(different_locale)
        1    0.000    0.000    0.000    0.000 _local.py:140(joinpath)
        1    0.000    0.000    0.000    0.000 _local.py:462(PurePosixPath)
        1    0.000    0.000    0.000    0.000 _local.py:472(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 _decoders.py:36(ContentDecoder)
        1    0.000    0.000    0.000    0.000 _urls.py:319(is_relative_url)
        1    0.000    0.000    0.000    0.000 _config.py:173(__init__)
        1    0.000    0.000    0.000    0.000 asgi.py:55(ASGIResponseStream)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1775(LoadError)
        1    0.000    0.000    0.000    0.000 calendar.py:200(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:206(setfirstweekday)
        1    0.000    0.000    0.000    0.000 _abc.py:48(UnsupportedOperation)
        1    0.000    0.000    0.000    0.000 core.py:27(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:31(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:35(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:39(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 default.py:135(HTTPTransport)
        1    0.000    0.000    0.000    0.000 default.py:279(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 _events.py:82(__init__)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.004    0.004 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 from_thread.py:185(BlockingPortal)
        1    0.000    0.000    0.000    0.000 _connection.py:167(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        1    0.000    0.000    0.017    0.017 shutil.py:1(<module>)
        1    0.000    0.000    0.831    0.831 http11.py:170(_receive_response_headers)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
        1    0.000    0.000    0.406    0.406 _config.py:23(create_ssl_context)
        1    0.000    0.000    0.000    0.000 _fileio.py:218(Path)
        1    0.000    0.000    0.000    0.000 _eventloop.py:50(AsyncBackend)
        1    0.000    0.000    0.007    0.007 from_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        1    0.000    0.000    0.328    0.328 connection.py:105(_connect)
        1    0.000    0.000    0.001    0.001 http11.py:140(_send_request_headers)
        1    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        1    0.000    0.000    0.002    0.002 lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tempfile.py:120(NamedTemporaryFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 _models.py:249(__init__)
        1    0.000    0.000    0.031    0.031 _connection.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:128(create_connection)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.832    0.832 http11.py:65(handle_request)
        1    0.000    0.000    1.161    1.161 connection_pool.py:199(handle_request)
        1    0.000    0.000    0.015    0.015 _events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _writers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:55(ParserBase)
        1    0.000    0.000    0.000    0.000 _urls.py:134(raw_scheme)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
        1    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        1    0.000    0.000    0.000    0.000 connection.py:39(__init__)
        1    0.000    0.000    0.021    0.021 core.py:21(where)
        1    0.000    0.000    0.000    0.000 _local.py:30(_PathParents)
        1    0.000    0.000    0.000    0.000 _types.py:92(SyncByteStream)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 _decoders.py:44(IdentityDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:56(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:85(GZipDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:108(BrotliDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:161(ZStandardDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:203(MultiDecoder)
        1    0.000    0.000    0.002    0.002 _decoders.py:314(decode)
        1    0.000    0.000    0.000    0.000 _decoders.py:321(LineDecoder)
        1    0.000    0.000    0.000    0.000 _urls.py:217(port)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
        1    0.000    0.000    0.000    0.000 _urls.py:612(__bool__)
        1    0.000    0.000    0.000    0.000 _decoders.py:101(flush)
        1    0.000    0.000    0.004    0.004 _status_codes.py:1(<module>)
        1    0.000    0.000    0.017    0.017 _urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:366(Response)
        1    0.000    0.000    0.000    0.000 sync.py:23(TLSinTLSStream)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:632(CapacityLimiterAdapter)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        1    0.000    0.000    0.002    0.002 stapled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:43(HTTP11Connection)
        1    0.000    0.000    0.000    0.000 http11.py:43(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 default.py:217(__enter__)
        1    0.000    0.000    0.000    0.000 mock.py:15(MockTransport)
        1    0.000    0.000    0.000    0.000 _models.py:142(ByteStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:93(AsyncThreadLock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:113(AsyncEvent)
        1    0.000    0.000    0.000    0.000 _synchronization.py:154(AsyncSemaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:305(ShieldCancellation)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(BrokenWorkerInterpreter)
        1    0.000    0.000    0.000    0.000 _sockets.py:140(_SocketProvider)
        1    0.000    0.000    0.000    0.000 _sockets.py:341(UNIXDatagramSocket)
        1    0.000    0.000    0.000    0.000 _streams.py:17(UnreliableObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:118(ByteReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:192(Listener)
        1    0.000    0.000    0.000    0.000 _synchronization.py:28(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:82(Event)
        1    0.000    0.000    0.000    0.000 _urls.py:195(raw_host)
        1    0.000    0.000    0.000    0.000 _urls.py:233(netloc)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:159(Limits)
        1    0.000    0.000    0.000    0.000 asgi.py:63(ASGITransport)
        1    0.000    0.000    0.000    0.000 base.py:14(BaseTransport)
        1    0.000    0.000    0.000    0.000 _urlparse.py:186(copy_with)
        1    0.000    0.000    0.000    0.000 _models.py:40(enforce_url)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:38(HTTPConnection)
        1    0.000    0.000    0.001    0.001 _contextmanagers.py:1(<module>)
        1    0.000    0.000    0.043    0.043 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:516(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:132(as_dict)
        1    0.000    0.000    0.000    0.000 _config.py:201(Proxy)
        1    0.000    0.000    0.000    0.000 base.py:65(AsyncBaseTransport)
        1    0.000    0.000    0.000    0.000 base.py:14(NetworkStream)
        1    0.000    0.000    0.000    0.000 sync.py:187(SyncBackend)
        1    0.000    0.000    0.000    0.000 connection.py:187(has_expired)
        1    0.000    0.000    0.000    0.000 connection.py:197(is_closed)
        1    0.000    0.000    0.000    0.000 base.py:36(NetworkBackend)
        1    0.000    0.000    0.000    0.000 base.py:59(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 base.py:81(AsyncNetworkBackend)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        1    0.000    0.000    0.000    0.000 _sockets.py:240(SocketListener)
        1    0.000    0.000    0.000    0.000 _config.py:72(Timeout)
        1    0.000    0.000    0.000    0.000 default.py:130(close)
        1    0.000    0.000    0.000    0.000 sync.py:120(SyncStream)
        1    0.000    0.000    0.000    0.000 _functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:23(ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 default.py:121(ResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:265(AsyncResponseStream)
        1    0.000    0.000    0.000    0.000 wsgi.py:30(WSGIByteStream)
        1    0.000    0.000    0.000    0.000 _models.py:161(Origin)
        1    0.000    0.000    0.000    0.000 sync.py:141(close)
        1    0.000    0.000    0.000    0.000 _models.py:496(Proxy)
        1    0.000    0.000    0.012    0.012 _ssl.py:1(<module>)
        1    0.000    0.000    0.020    0.020 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 _synchronization.py:264(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:281(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:284(set)
        1    0.000    0.000    0.000    0.000 _synchronization.py:280(Event)
        1    0.000    0.000    0.000    0.000 _synchronization.py:294(Semaphore)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:93(DelimiterNotFound)
        1    0.000    0.000    0.000    0.000 _exceptions.py:112(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:147(RunFinishedError)
        1    0.000    0.000    0.000    0.000 _fileio.py:204(_PathIterator)
        1    0.000    0.000    0.000    0.000 _config.py:16(UnsetType)
        1    0.000    0.000    0.000    0.000 default.py:122(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(ConnectionNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:22(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:45(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:49(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:57(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:68(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(ConnectError)
        1    0.000    0.000    0.000    0.000 default.py:221(__exit__)
        1    0.000    0.000    0.000    0.000 _models.py:182(URL)
        1    0.000    0.000    0.020    0.020 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:109(AsyncContextManagerMixin)
        1    0.000    0.000    0.000    0.000 _synchronization.py:150(Lock)
        1    0.000    0.000    0.020    0.020 _common.py:33(wrapper)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 tls.py:288(TLSListener)
        1    0.000    0.000    0.000    0.000 wsgi.py:44(WSGITransport)
        1    0.000    0.000    0.000    0.000 _models.py:316(Request)
        1    0.000    0.000    0.000    0.000 _synchronization.py:48(AsyncLock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:190(AsyncShieldCancellation)
        1    0.000    0.000    0.000    0.000 _synchronization.py:232(Lock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:256(ThreadLock)
        1    0.000    0.000    0.000    0.000 __init__.py:67(TrioBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:11(HTTP2Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:23(SOCKSProxy)
        1    0.000    0.000    0.000    0.000 connection.py:167(can_handle_request)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:13(_SupportsCtxMgr)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:17(_SupportsAsyncCtxMgr)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _streams.py:208(ObjectStreamConnectable)
        1    0.000    0.000    0.000    0.000 _streams.py:219(ByteStreamConnectable)
        1    0.000    0.000    0.000    0.000 _synchronization.py:19(EventStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:72(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 _tasks.py:12(_IgnoredTaskStatus)
        1    0.000    0.000    0.007    0.007 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(WriteError)
        1    0.000    0.000    0.000    0.000 _common.py:173(_)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:12(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:19(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:75(ConnectionFailed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:106(EndOfStream)
        1    0.000    0.000    0.000    0.000 _exceptions.py:126(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:133(WouldBlock)
        1    0.000    0.000    0.000    0.000 _exceptions.py:137(NoEventLoopError)
        1    0.000    0.000    0.000    0.000 _typedattr.py:36(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 _synchronization.py:112(EventAdapter)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _sockets.py:178(SocketStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:284(UDPSocket)
        1    0.000    0.000    0.000    0.000 _sockets.py:314(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 _sockets.py:373(ConnectedUNIXDatagramSocket)
        1    0.000    0.000    0.000    0.000 _typedattr.py:18(TypedAttributeSet)
        1    0.000    0.000    0.000    0.000 _streams.py:52(UnreliableObjectSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:98(ObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:149(ByteSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:161(ByteStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:46(LockStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:60(ConditionStatistics)
        1    0.000    0.000    0.000    0.000 lowlevel.py:68(EventLoopToken)
        1    0.000    0.000    0.000    0.000 lowlevel.py:100(_NoValueSet)
        1    0.000    0.000    0.000    0.000 _sockets.py:99(SocketAttribute)
        1    0.000    0.000    0.000    0.000 _synchronization.py:198(LockAdapter)
        1    0.000    0.000    0.000    0.000 _tasks.py:42(TaskGroup)
        1    0.000    0.000    0.000    0.000 from_thread.py:442(BlockingPortalProvider)
        1    0.000    0.000    0.000    0.000 memory.py:54(_MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 memory.py:78(MemoryObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 memory.py:197(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 _headers.py:77(Headers)
        1    0.000    0.000    0.000    0.000 tls.py:53(TLSAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:204(Path)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
        1    0.000    0.000    0.000    0.000 _sockets.py:201(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 _tasks.py:27(TaskStatus)
        1    0.000    0.000    0.000    0.000 _synchronization.py:725(ResourceGuard)
        1    0.000    0.000    0.000    0.000 _synchronization.py:457(SemaphoreAdapter)
        1    0.000    0.000    0.000    0.000 tls.py:81(TLSStream)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 _streams.py:75(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:84(ObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:91(ObjectSendStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:262(Condition)
        1    0.000    0.000    0.000    0.000 _synchronization.py:373(Semaphore)
        1    0.000    0.000    0.000    0.000 lowlevel.py:124(RunVar)
